FMID,Marketname,,street,city,State,zip,Season1Start,Season1End,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested
1004818,Asuep Natchez Farmers Market,,199 St. Catherine Street,Natchez,Mississippi,39120,6/1/2012,11/31/2012,,12/01/2012 to 05/31/2012,,,,,,-91.384921,31.556011,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1009516,Atacs Capitan Farmers Market,http://www.ataclincolncounty.org,115 Smokey Bear Blvd.,Capitan,New Mexico,88316,,,,,,,,,,-105.573,33.5455,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003911,Atascadero Farmers Market,,Morro Road & El Camino Real,Paso Robles,California,93447,,,,,,,,,,-120.667,35.4882,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1009447,Atascadero Farmers Market,http://www.northcountyfarmersmarkets.com/,Albertson's parking lot on El Camino Real,Atascadero,Calafornia,93422,,,,,,,,,,-120.664,35.4858,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001294,Atascadero Main Street CFM,,Palma & Entrada,Atascadero,California,93422,,,,,,,,,,-120.669,35.4901,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002984,Atchison Farmers Market,http://www.atchisonfarmersmarket.com,Between 4th & 6th on Main St.,Atchison,Kansas,66002,April,October,Wed:2:30 PM - 5:30 PM;Sat:8:00 AM - 12:00 PM;,,,,,,,-95.119747,39.560806,Y,N,N,Y,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1000448,Athen Farmers Market,www.Facebook.com/athensfarmersmarket,Wilson Park,Athens,Michigan,49011,6/7/2013,9/30/13,Fri: 2:00 PM-6:00 PM;,,,,,,,-85.235,42.0885,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
1003223,Athens Farmers Market,,Jefferson St.,Athens,Illinois,62613,,,,,,,,,,-89.723,39.9602,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1005086,Athens Farmers Market,http://www.athensfarmersmarket.org,1000 East State Street,Athens,Ohio,45701,1/1/2014,12/31/14,Sat: 9:00 AM-12:00 PM;,,,,,,,-82.0584387,39.3359163,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y
1008971,Athens Farmers Market (Saturday),http://www.athensfarmersmarket.net,705 Sunset Dr.,Athens,Georgia,30606,4/5/2014,12/20/14,Sat: 8:00 AM-12:00 PM;,,,,,,,-83.412717,33.964251,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y
1010034,Athens Farmers Market at Market Park,http://cityofathenstn.com/parks,106 South Jackson Street,Athens,Tennessee,37303,6/17/2014,10/30/14,Tue: 4:00 PM-6:00 PM;Thu: 4:00 PM-6:00 PM;Sat: 5:00 PM-9:00 PM;,,,,,,,-84.591849,35.441046,Y,N,N,N,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N
1008974,Athens Farmers Market Downtown,http://www.athensfarmersmarket.net,301 College Ave,Athens,Georgia,30601,4/9/2014,10/29/14,Wed: 4:00 PM-7:00 PM;,,,,,,,-83.376055,33.959569,Y,N,N,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,Y,N
1008857,"Athens Farmers Market, LLC",http://www.athensfarmersmarket.net,300 Sunset Drive (Bishop Park),Athens,Georgia,30606,4/6/2013,12/21/13,Sat: 8:00 AM-12:00 PM;,,,,,,,-83.41185,33.965162,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
1000297,Athens Locally Grown,http://www.athens.locallygrown.net,670 W. Broad Street,Athens,Georgia,30603,January,December,Thu:4:30 PM - 8:00 PM;,,,,,,,-83.383849,33.956318,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N
1002987,Atherton Market,http://www.athertonmillandmarket.com,2104 South Boulevard,Charlotte,North Carolina,28203,,,Tue: 10:00 AM-7:00 PM;Wed: 10:00 AM-2:00 PM;Thu: 10:00 AM-2:00 PM;Fri: 10:00 AM-2:00 PM;Sat: 9:00 AM-2:00 PM;,,,,,,,-80.86127,35.20844,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N
1000750,Athol Farmers Market,http://www.townofathol.org,Athol Uptown Common,Athol,Massachusetts,01331,June,October,Sat:9:00 AM - 12:00 PM;,,,,,,,-72.2158367,42.5892837,Y,Y,N,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
1007307,Atkinson NH Farmers Market,http://www.atkinsonfarmersmarket.org,1 Kip Cam Road,Atkinson,New Hampshire,03811,6/28/2014,10/18/14,Sat: 9:00 AM-1:00 PM;,,,,,,,-71.190233,42.855502,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,Y
1006095,Atlanta State Farmers Market,,16 Forest Parkway,Forest Park,Georgia,30927,,,,,,,,,,-84.4009,33.6168,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1000708,Atlantic City Farmers' Market,http://www.acsid.com,1200 Atlantic Avenue between North & South Carolina Avenues,Atlantic City,New Jersey,08401,July,October,Thu:10:00 am - 4:00 pm;Sat:10:00 am - 4:00 pm;,,,,,,,-74.4256,39.363,Y,Y,N,Y,N,-,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
1000464,Atlantic Farmers Market,,1200 7th Street E.,Atlantic,Iowa,50022,,,,,,,,,,-94.9965,41.4043,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1006303,Atlantic Highlands Chamber of Commerce Farmers' Market,http://www.AtlanticHighlands.org,111 First Avenue,Atlantic Highlands,New Jersey,07716,6/6/2014,10/10/14,Fri: 12:00 PM-6:00 PM;,,,,,,,-74.038861,40.412777,Y,N,Y,N,N,-,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N
1001992,Atmore Farmers Market,,201 East Louisville Avenue,Atmore,Alabama,36504,,,,,,,,,,-87.4926,31.0243,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001503,Attala County Farmers Market,https://www.facebook.com/pages/Attala-County-Farmers-Market/244536342327690,450 hwy 12 East,Kosciusko,Mississippi,39090,,,Sat: 7:00 AM-12:00 PM;,,,,,,,-89.579812,33.066107,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1002860,Attalla City Farmers Market,https://www.facebook.com/pages/City-of-Attalla/123797897678490,3rd St N (Hwy 11) beside Jack's Restaurant,Attalla,Alabama,39554,6/6/2013,9/26/13,Thu: 2:00 PM-6:00 PM;,,,,,,,-86.0885852,34.0217639,Y,N,N,Y,N,-,Y,N,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1004743,Attleboro Farmers Market,http://www.attleborofarmersmarket.com,"732 Park Street, Finberg Field",Attleboro,Massachusetts,02703,6/14/2014,10/25/14,Sat: 9:00 AM-1:00 PM;,,,,,,,-71.262584,41.937681,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,N
1010003,Atwater Village Farmers' Market,http://www.seela.org/atwater-village-farmers-market/,3250 Glendale Blvd,Los Angeles ,California,90039,1/1/2014,12/31/14,Sun: 10:00 AM-2:00 PM;,,,,,,,-118.25983,34.118435,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y
1000655,Auburn Dewitt Center Farmers Market,http://www.foothillfarmersmarket.com,"DeWitt Center, B Avenue at First Street",Auburn,California,95602,,,,,,,,,,-121.098,38.9218,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1006311,Auburn Farmer's Market,http://www.cityofauburn-ga.org/,corner of Fourth Avenue and Mt. Moriah Road,Auburn,Georgia,30011,June,September,Wed:3:00 pm - 7:00 pm;,,,,,,,-83.828,34.0137,Y,N,N,N,N,-,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1002377,Auburn Farmers Co-Op Market Inc.,http://www.Auburnfarmerscoopmarketinc.com,97 state street,Auburn,New York,13021,6/3/2014,10/30/14,Tue: 7:00 AM-2:00 PM;Thu: 7:00 AM-2:00 PM;Sat: 7:00 AM-2:00 PM;,,,,,,,-76.570169,42.933812,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N
1001349,Auburn Farmers Market,,Courthouse Square,Auburn,Indiana,46706,,,,,,,,,,-85.0514,41.3606,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003772,Auburn Farmers Market,http://www.auburnpres.org,Auburn Presbyterian Church,Auburn,Kansas,66402,4/29/2014,9/30/14,Tue: 1:00 PM-6:00 PM;,,,,,,,-95.815734,38.909597,Y,N,N,N,N,-,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1006712,Auburn Farmers Market,,"369 Southbridge St, Auburn Library Parking Lot, Rte 12",Auburn,Massachusetts,01501,,,,,,,,,,-71.8358,42.2047,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1006410,Auburn Hills Farmers Market,http://www.auburnhills.org/farmersmarket,Auburn and Squirrel Road,Auburn Hills,Michigan,48326,6/6/2014,9/26/14,Thu: 2:30 PM-6:30 PM;,,,,,,,-83.220416,42.6337033,Y,N,N,N,Y,-,Y,Y,Y,N,Y,N,N,Y,Y,N,N,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
1003115,Auburn International Farmers Market,http://www.auburnfarmersmarket.org,23 A Street SW,Auburn,Washington,98001,6/8/2014,9/21/14,Sun: 10:00 AM-3:00 PM;,,,,,,,-122.2313,47.3069,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N
1000662,Auburn Lake of Pines Farmers Market,http://www.foothillfarmersmarket.com,Red Wagon Restaurant parking lot,Auburn,California,95603,,,,,,,,,,-121.051,39.0214,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001569,Auburn Marketplace Farmers Market,,Lincoln Way & Cherry Ave.,Auburn,California,95603,,,,,,,,,,-121.068,38.9007,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1000736,Auburn Old Town Farmers Market,http://www.foothillfarmersmarket.com,Auburn-Folsom Rd. & Lincoln Way,Auburn,California,95603,,,,,,,,,,-121.076,38.8961,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003923,Audubon Farmers Market,http://www.audubonneighborhood.org/content/audubon-farmers’-market,Johnson Street NE and 27th Ave NE,Minneapolis,Minnesota,55418,June,September,Thu:4:00 PM - 7:00 PM;,,,,,,,-93.237129,45.016819,Y,N,N,Y,N,-,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1005375,Audubon Farmers Market,,"City Park, east side",Audubon,Iowa,50025,,,,,,,,,,-94.9375,41.7386,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1008999,Audubon Park Community Market,http://audubonmarket.com/,1842 East Winter Park Road,Orlando,Florida,32803,1/1/2014,12/31/14,Mon: 6:00 PM-10:00 PM;,,,,,,,-81.346417,28.568415,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N
1003866,Augsburg Farmers Market,http://www.iatp.org/minimarkets,7th St S and 22 Ave S,Minneapolis,Minnesota,,,,,,,,,,,-93.2407,44.9665,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004300,Augusta Farmers' Market at Mill Park,http://www.augustamaine.gov/index.asp?Type=B_BASIC&SEC={FFE91C07-6389-4065-B49A-6EEF08D7D3B5}&DE=,1 Water St. Mill Park,Augusta,Maine,04330,,,,,,,,,,-69.772623,44.321617,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1000870,Augusta State Farmer's Market,http://WWW.AGR.GEORGIA.GOV,1150 5TH STREET,AUGUSTA,Georgia,30901,January,December,Mon:7:00 AM - 7:00 PM;Tue:7:00 AM - 7:00 PM;Wed:7:00 AM - 7:00 PM;Thu:7:00 AM - 7:00 PM;Fri:7:00 AM - 7:00 PM;Sat:7:00 AM - 3:30 PM;,,,,,,,-81.9641247,33.462514,Y,Y,Y,N,N,-,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N
1003304,Aurora Community Farmers Market,https://www.facebook.com/pages/Aurora-Community-Farmers-Market/215364141827373,208 16th St.,Aurora,Nebraska,68818,6/7/2014,9/27/14,Sat: 7:00 AM-11:00 AM;,,,,,,,-97.9965419,40.8587442,Y,N,N,Y,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1004689,Aurora Farmers Market,http://www.denverfarmersmarket.com,333 North Havana Street,Aurora,Colorado,,,,,,,,,,,-104.867,39.7215,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1000559,Aurora Local Farmer's Market - Summer Market,,Oak Street & Park Avenue,Aurora,Missouri,65605,4/6/2013,10/26/13,Mon: -12:00 PM;Sat: 8:00 AM-;,,,,,,,-93.720373,36.969899,Y,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N
1005604,Aurora Local Farmers' Market,,Park Ave. and Church St,Aurora,Missouri,65605,5/1/2013,10/31/13,Wed: 8:00 AM-12:00 PM;Sat: 7:00 AM-12:00 PM;,11/02/2013 to 11/02/2013,Sat: 9:00 AM-11:00 AM;,,,,,-93.71669009,36.97063029,Y,N,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1010694,Aurora Local Farmers' Market - Winter Market,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=1663,Highway 60 and 39,Aurora ,Missouri,65605,11/1/2014,2/28/15,Sat: 7:00 AM-12:00 PM;,,,,,,,-93.717404,36.970302,Y,N,N,N,Y,-,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N
1010498,Aurora's Farmers Market Downtown,http://www.aurora-il.org,233 North Broadway,Aurora ,Illinois,60505,6/7/2014,10/18/14,Sat: 8:00 AM-12:00 PM;,,,,,,,-88.308985,41.761903,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N
1010499,Aurora's Farmers Market East,http://www.aurora-il.org,701 South Eola Road,Aurora ,Illinois,60504,7/10/2014,8/28/14,Thu: 2:30 PM-6:30 PM;,,,,,,,-88.248102,41.743708,Y,N,N,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N
1010500,Aurora's Farmers Market West,http://www.aurora-il.org,1901 West Galens Blvd.,Aurora ,Illinois,60506,7/9/2014,9/10/14,Wed: 1:00 PM-5:00 PM;,,,,,,,-88.36228,41.764892,Y,N,N,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N
1001695,Ausable Valley Farmers Market,https://www.facebook.com/pages/Ausable-Valley-Farmers-Market/124928937581337,,Ausable Forks,New York,12912,June,September,Fri:4:00 pm - 7:00 pm;,,,,,,,-73.6676,44.4427,Y,Y,Y,Y,N,-,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
1002491,Austin (Chicago) Farmers Market,http://www.cityofchicago.org/specialevents,5600 W. Madison St.,Chicago,Illinois,60644,,,,,,,,,,-87.626,41.8851,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004760,Austin Farmer's Market,http://localfoodcampaign.org/,Oakland Ave & 4th Street NE,Austin,Minnesota,55912,5/15/2014,10/30/14,Mon: 4:00 PM-7:00 PM;Thu: 4:00 PM-7:00 PM;Sat: 9:00 AM-12:00 PM;,,,,,,,-92.9905169,43.6848112,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,Y
1009635,Austin Farmers Market - Indoor Winter Market,http://www.localfoodcampaign.org/,1301 18th Ave NW,Austin,Minnesota,55912,11/6/2014,4/30/15,Thu: 4:00 PM-7:00 PM;,,,,,,,-92.9905169,43.6848112,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,Y
1005376,Ava Farmers Market,,Main St. & Fifth,Ava,Illinois,62907,,,,,,,,,,-89.4946,37.8883,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1010695,Ava Growers' Market,http://www.usdalocalfooddirectories.com/farmersmarketdirectoryupdate/FM_BasicInfo.aspx?source=en&did=Wr9I0nOZZPBL7IAEse8z5w%3d%3d&cid=TaSF3iA3jK80vXTmtxIL3A==,Center of the Square,Ava ,Missouri,65608,4/1/2014,10/31/14,Sat: 7:00 AM-12:00 PM;,,,,,,,-92.6604457,36.951999,Y,N,N,N,N,-,Y,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1003539,Aventura Mall Market,http://www.rhemrketcompany.org,19501 biscayne boulevard,adventura,Florida,33138,February,September,Sat:10:00 AM - 9:30 PM;sun:12:00 PM - 8:00 PM;,,,,,,,-80.17362,25.87024,Y,N,N,N,N,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1007033,Avery County Farmers Market,,Newland Elementary School Parking Lot Highway 18,Newland,North Carolina,,,,,,,,,,,-81.9219,36.0822,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1010061,Avon Farmers Market,http://www.avongov.org,8244 E US Hwy 36,Avon,Indiana,IN,,,Tue: 4:00 PM-7:00 PM;,,,,,,,-86.3772317,39.7631112,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,N
1000898,Avon Market Days,http://www.avonfarmersmarket.org,270 East Main St.,Avon,New York,14414,6/19/2013,10/16/13,Wed: 3:00 PM-6:00 PM;,,,,,,,-77.733822,42.910709,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N
1009298,Avon Park Farmers Market,https://www.facebook.com/avonparkfarmersmarket,Donoldson Park,Avon Park,Florida,33825,,,,,,,,,,-81.5062,27.5959,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1007131,Avondale Farmers Market,,92 Watch Hill Road,Westerly,Rhode Island,,,,,,,,,,,-71.8303,41.3341,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001557,Avondale Farmers Market at Friendship Park,http://www.arizonafarmersmarkets.com,12325 W. McDowell Rd.,Avondale,Arizona,85392,10/19/2013,5/31/14,Mon: 8:30 AM-12:30 PM;,,,,,,,-112.321419,33.462255,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
1000502,Awendaw Farmers and Fresh Seafood Market,,6971 Doar Rd.,Awendaw,South Carolina,29429,,,,,,,,,,-79.644,32.9901,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003520,Aya Community Markets,http://www.dreamingoutloud.org/programs/ayamarkets/,"4th Street and I Street, SW",Washington,District of Columbia,20020,April,November,Sat:10:00 AM - 3:00 PM;,,,,,,,-77.0175504,38.8792834,Y,Y,N,N,Y,-,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1007435,Ayer Farmers Market,,"70 Main Street, MBTA Parking lot",Ayer,Massachusetts,01432,,,,,,,,,,-71.5894,42.56,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1006907,Azalea Street Marketplace,,506 West Drive,Rosepine,Louisiana,70659,,,,,,,,,,-93.2905,30.854,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004803,Aztec Farmers' Market,,401 NE Aztec Blvd.,Aztec,New Mexico,,7/9/2014,10/31/14,Wed: 4:30 PM-7:00 PM;,,,,,,,-107.989096,36.827899,Y,Y,N,Y,Y,-,N,N,N,Y,N,N,N,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N
1010696,B2B (Back To Basics) Farmers' Maket - Pineville,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=2057,600 Main Street,Pineville ,Missouri,64856,5/5/2015,10/27/15,Tue: 8:00 AM-2:00 PM;,,,,,,,-94.383498,36.593521,Y,N,N,N,N,-,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1005235,B2B (Back To Basics) Farmers' Market,,Business 71,Anderson,Missouri,64831,May,October,Sat:8:00 AM - 12:00 PM;,,,,,,,-94.4265963,36.6396152,Y,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1010697,B2B Farmers' Market- Thursdays,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=273,Hwy. 59 North,Anderson ,Missouri,64831,5/1/2014,10/29/14,Thu: 8:00 AM-2:00 PM;,,,,,,,-94.440808,36.67013,Y,N,N,N,N,-,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1002624,Back Mountain Farmers Market,,Grounds of Back Mountain Memorial Library,Dallas,Pennsylvania,18612,,,,,,,,,,-75.963,41.3327,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1005221,"Badseed ""Funky"" Farmers' Market",http://www.badseedfarm.com,1909 McGee St,Kansas City,Missouri,64108,May,November,Fri:4:00 PM - 9:00 PM;,December to February,Fri:4:00 PM - 8:00 PM;,,,,,-94.5802367,39.0899426,Y,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1000029,Bagley Area Farmrs Market,http://www.bagleyareafarmersmarkeet.com,US Highway 2 and Getchell Avenue,Bagley,Minnesota,56621,July,October,Fri:4:00 pm - 6:00 pm;,,,,,,,-95.397,47.5218,Y,N,N,N,N,N,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
